Gene ID	normal_1656639	neoplasm_1656641	normal_1656634	normal_1656636	normal_1656635	neoplasm_1656647	neoplasm_1656645	normal_1656638	normal_1656637	neoplasm_1656646	neoplasm_1656642	neoplasm_1656644	neoplasm_1656643	normal_1656640
ENSG00000116863	407	317	333	334	382	544	493	288	629	382	373	233	658	388
ENSG00000116871	744	1391	653	631	699	1105	1664	462	1070	1985	933	1231	1775	868
ENSG00000116874	228	154	262	312	249	211	299	179	341	815	283	140	1241	180
ENSG00000116882	5501	10	6926	7122	3749	3	10	5095	6983	2	4	161	11	11323
ENSG00000116883	31	478	68	21	37	141	61	25	139	254	96	100	317	54
ENSG00000116885	26	124	57	32	26	106	161	29	65	186	134	99	229	47
ENSG00000116898	1847	613	1652	1513	1220	446	1011	1634	1880	592	945	522	907	1148
ENSG00000116903	415	380	490	435	344	532	435	227	468	332	206	260	342	350
ENSG00000116906	1491	753	1340	1196	939	1237	1161	1054	1310	764	1783	674	846	976
ENSG00000116918	403	371	665	498	444	500	382	386	512	366	669	286	459	327
ENSG00000116922	314	279	320	232	129	313	348	112	258	315	180	111	217	225
ENSG00000116954	244	326	334	308	277	202	299	193	378	291	288	143	331	163
ENSG00000116962	6203	5077	7698	8037	6919	1990	822	5798	5268	2325	741	1284	2063	5639
ENSG00000116977	4041	1170	2653	3663	3768	1367	2110	3020	4186	1047	1311	1310	1224	1813
ENSG00000116981	0	1	1	0	0	2	0	0	0	3	0	0	0	2
ENSG00000116983	2	2	11	0	2	0	1	4	0	3	0	0	1	3
ENSG00000116984	1691	2505	2038	1878	1654	1616	1464	1346	2335	2237	1552	1344	1135	2210
ENSG00000116985	46	100	62	65	43	95	316	57	55	341	182	110	1044	65
ENSG00000116990	171	81	211	122	97	42	20	405	331	49	18	19	65	955
ENSG00000116991	1236	509	820	1664	1034	887	1185	895	807	547	376	368	1792	511
ENSG00000116996	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000117000	644	497	772	938	1318	297	481	825	1173	532	310	273	468	508
ENSG00000117009	1904	22	2773	3020	1197	10	77	1775	1665	15	31	75	30	2229
ENSG00000117010	587	117	669	423	278	45	82	365	758	73	64	35	86	203
ENSG00000117013	12	18	44	39	19	22	23	38	90	38	40	58	67	49
ENSG00000117016	30	180	56	27	20	51	56	50	24	139	75	67	89	86
ENSG00000117020	314	1923	568	379	416	184	500	248	354	1914	1554	441	603	366
ENSG00000117036	415	399	455	528	424	1217	394	695	617	443	283	300	400	481
ENSG00000117054	5395	579	7636	5305	2267	426	574	4423	1982	518	622	334	359	4315
ENSG00000117069	0	74	5	1	3	0	11	0	0	32	23	57	9	2
ENSG00000117090	53	43	45	31	77	26	20	25	129	41	26	28	16	107
ENSG00000117091	139	108	124	155	189	62	42	69	105	85	36	26	23	202
ENSG00000117114	1900	932	3093	3022	1677	451	732	2330	1924	934	1044	410	380	2601
ENSG00000117115	17	295	124	185	115	48	88	29	104	220	190	86	68	30
ENSG00000117118	3725	549	3966	4134	2310	477	577	4210	3162	447	518	464	466	3915
ENSG00000117122	3	528	28	26	21	45	29	5	34	293	56	301	440	16
ENSG00000117133	603	337	746	643	424	298	501	442	503	396	293	180	442	322
ENSG00000117139	723	1560	792	759	576	2566	1915	781	1085	2247	1270	977	1732	624
ENSG00000117143	3354	287	8763	5023	3589	595	493	3164	4428	395	406	385	302	2144
ENSG00000117148	0	0	0	0	0	0	0	0	0	2	0	0	1	1
ENSG00000117151	387	80	424	528	301	73	154	272	171	88	198	53	122	297
ENSG00000117152	180	4768	285	101	287	5883	4659	82	288	10539	129	170	163	14
ENSG00000117153	493	537	745	599	448	1186	573	447	707	592	897	387	551	782
ENSG00000117154	72	44	11	37	49	53	1	1	33	34	38	32	20	23
ENSG00000117155	318	324	688	567	182	246	413	148	299	405	694	113	520	381
ENSG00000117174	332	303	363	294	292	276	443	205	649	494	311	178	417	216
ENSG00000117215	4	4	6	21	11	10	11	11	26	7	7	15	7	72
ENSG00000117222	444	313	674	538	414	610	379	360	437	410	283	209	394	512
ENSG00000117226	472	1047	1068	189	542	283	2363	437	594	910	2178	1161	197	517
ENSG00000117228	4011	507	1695	4765	3898	220	642	4924	4035	677	501	775	461	1306
ENSG00000117242	69	34	78	66	61	28	24	57	122	31	14	35	65	94
ENSG00000117245	46	44	70	94	87	48	15	70	157	38	26	33	91	116
ENSG00000117262	157	27	128	118	147	108	76	132	280	26	110	65	69	129
ENSG00000117266	714	369	946	708	762	1271	766	467	1161	526	3278	4191	493	930
ENSG00000117280	714	522	857	947	552	920	549	839	563	463	847	294	457	702
ENSG00000117281	112	32	57	30	66	24	60	72	60	22	12	26	18	93
ENSG00000117298	3780	2185	3574	4462	4439	1131	1296	3625	6725	1865	1494	1793	2278	3937
ENSG00000117305	5353	305	6094	6456	4123	468	538	5768	6967	350	462	493	261	7351
ENSG00000117308	1879	118	1408	1430	1323	393	550	1746	2301	243	690	673	506	1866
ENSG00000117318	580	1243	1064	551	800	597	2192	638	1149	2994	1271	1674	1495	468
ENSG00000117322	0	0	2	1	6	8	17	2	11	2	73	16	3	68
ENSG00000117335	6125	4398	6918	8286	5741	5620	5075	4740	5607	4373	8987	4518	5618	4546
ENSG00000117360	2157	1687	1720	1609	2071	1149	1061	1823	3940	1219	1567	1493	1057	1399
ENSG00000117362	2495	1853	3260	3299	2103	3956	1942	2418	2475	2213	3168	1531	2958	4384
ENSG00000117385	1694	851	1022	1103	1227	671	588	1146	2201	684	964	785	434	1080
ENSG00000117394	45	258	189	55	386	669	344	52	140	314	415	231	746	98
ENSG00000117395	2728	474	1864	1607	1576	537	977	2234	7175	716	606	413	843	1531
ENSG00000117399	31	80	55	19	20	120	219	11	72	82	86	94	321	25
ENSG00000117400	11	5	7	16	2	13	11	1	1	6	3	3	10	13
ENSG00000117407	9	8	16	7	18	26	11	20	39	16	19	52	36	11
ENSG00000117408	816	519	819	630	500	965	689	706	1114	504	519	394	580	875
ENSG00000117410	2554	1027	2350	1769	1838	2098	1913	2100	3272	995	1891	1084	1527	1555
ENSG00000117411	955	548	775	856	635	979	962	1130	1535	654	858	362	890	926
ENSG00000117419	719	568	775	651	509	734	899	544	1068	774	784	325	941	857
ENSG00000117425	117	64	238	136	227	80	72	240	443	105	88	149	115	203
ENSG00000117448	3991	1455	4483	5428	3141	1786	1314	4686	5052	1393	1079	830	1051	6901
ENSG00000117450	4051	1132	4283	4205	2592	1618	1430	3264	2649	1261	2212	703	2065	4434
ENSG00000117461	173	214	288	271	209	133	113	167	960	164	105	346	171	219
ENSG00000117472	99	132	87	99	70	28	30	93	112	197	273	1348	289	88
ENSG00000117475	461	281	530	484	258	449	571	342	428	410	483	327	480	214
ENSG00000117477	24	25	18	16	10	8	15	7	27	19	21	13	14	11
ENSG00000117479	506	118	2107	2297	1634	551	540	1286	2677	198	298	387	312	1709
ENSG00000117480	2175	440	2128	1556	1203	1195	773	1792	3138	460	579	411	635	2508
ENSG00000117481	434	391	570	609	393	615	452	426	782	636	336	264	638	403
ENSG00000117500	3737	971	4599	4335	2536	538	1337	3428	3139	938	1351	464	1303	2256
ENSG00000117501	0	0	2	2	0	4	0	0	8	2	2	0	0	0
ENSG00000117505	871	905	987	1039	797	697	1084	658	959	878	685	478	1051	738
ENSG00000117507	10	4	4	2	3	2	3	0	0	2	0	0	0	9
ENSG00000117519	2824	2325	4896	3831	2507	1699	831	1655	2107	2348	1139	1085	2365	2758
ENSG00000117523	4079	4259	4814	4975	4395	7218	4487	3719	5919	5303	6249	2988	4824	3777
ENSG00000117525	177	463	127	224	433	162	472	147	472	960	193	339	1972	108
ENSG00000117528	6892	1079	8395	5194	5251	1505	1660	8840	4972	1344	1832	689	1576	4298
ENSG00000117533	356	310	535	539	396	371	325	407	590	289	703	415	341	504
ENSG00000117543	325	321	405	296	167	246	360	239	322	377	322	135	430	277
ENSG00000117560	14	11	30	16	26	4	4	17	37	15	8	14	4	37
ENSG00000117569	420	584	577	506	565	260	706	491	916	646	228	370	667	400
ENSG00000117586	26	255	76	52	22	61	51	22	53	74	98	57	28	49
ENSG00000117592	9021	1395	16528	11747	7015	2400	1965	9668	10856	1894	2424	1904	2119	10296
ENSG00000117593	424	473	711	456	249	576	482	349	304	412	514	232	548	406
ENSG00000117594	12292	57	15147	13436	6728	131	45	10628	6806	269	61	311	151	16822
ENSG00000117595	2198	466	2049	1913	1744	3598	762	1177	1307	468	695	694	461	1678
ENSG00000117597	862	477	744	777	523	966	757	389	463	741	452	339	705	515
ENSG00000117598	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000117600	0	26	5	2	2	4	0	0	0	3	19	7	0	19
ENSG00000117601	83453	149	108016	90338	58922	83	29	60332	34082	36	54	1228	108	103023
ENSG00000117602	69	340	155	86	158	221	171	79	201	331	241	226	357	186
ENSG00000117614	616	577	930	658	483	299	436	516	773	501	464	359	462	470
ENSG00000117616	4922	2414	4168	2062	2359	1284	1923	1865	7096	1659	2048	2701	937	2794
ENSG00000117620	1127	555	1793	1429	801	307	929	1016	1088	533	857	312	657	1233
ENSG00000117625	1013	1142	1371	1649	1103	1561	936	1225	1938	1087	1103	839	1317	1237
ENSG00000117632	323	1195	830	381	321	329	747	197	415	845	596	552	1126	192
ENSG00000117640	1578	424	1946	1573	1199	442	453	1567	3195	375	395	477	336	1953
ENSG00000117643	2776	95	3621	2534	1667	140	33	1575	2204	355	70	211	113	1691
ENSG00000117650	12	45	44	5	1	77	104	6	21	26	48	41	90	6
ENSG00000117676	321	440	616	642	460	539	336	229	675	315	397	388	286	705
ENSG00000117682	471	419	621	570	414	377	440	576	753	298	302	377	325	578
ENSG00000117691	604	288	588	558	435	902	468	614	1234	273	1147	441	340	757
ENSG00000117697	519	204	479	435	289	243	223	345	432	224	224	181	307	341
ENSG00000117707	8997	2520	14015	14074	8336	4258	2396	12314	6233	2004	614	286	2638	7882
ENSG00000117713	3017	1366	2565	2665	1784	2456	1599	2310	2647	1338	937	1044	1759	3991
ENSG00000117724	63	380	167	65	52	245	688	18	44	203	310	293	559	35
ENSG00000117748	307	319	731	461	381	255	201	283	334	296	226	231	207	505
ENSG00000117751	560	376	656	620	413	373	310	469	549	368	212	259	428	536
ENSG00000117758	1051	628	1338	1293	1128	283	455	817	1314	620	412	505	472	643
ENSG00000117791	6652	511	6794	7070	3832	733	1337	5454	7300	465	1501	598	351	5638
ENSG00000117834	468	152	64	1158	545	1871	1333	683	1120	798	814	95	563	854
ENSG00000117859	3938	1665	5103	3518	3831	1855	2514	4258	6606	1548	2052	1021	1510	2297
ENSG00000117862	141	122	158	158	106	149	167	100	31	135	148	49	150	230
ENSG00000117868	2105	2418	2637	2524	2346	1151	2803	1660	2214	2547	3280	2577	2019	2137
ENSG00000117877	83	36	54	48	56	67	66	33	77	40	34	37	58	26
ENSG00000117899	1059	647	1300	1185	784	797	618	895	856	671	857	624	669	992
ENSG00000117906	330	704	564	318	239	482	987	281	305	660	639	366	646	309
ENSG00000117971	5	0	1	3	0	2	4	0	1	1	4	0	17	1
ENSG00000117983	35	6	29	102	67	8	10	38	54	81	27	2010	18	413
ENSG00000117984	9053	6119	12161	10433	9310	1957	6769	10025	10657	4603	5885	11241	5172	8799
ENSG00000118004	2106	572	2370	1851	3413	1562	266	2715	3046	2138	451	400	771	2293
ENSG00000118007	460	773	704	716	635	408	454	480	478	630	247	375	877	566
ENSG00000118017	11	0	5	0	4	123	61	2	15	19	3	29	20	29
ENSG00000118046	1732	1010	1522	1419	1303	1999	1141	1681	2874	1177	1066	1160	899	1903
ENSG00000118058	1816	2138	2077	2625	1854	1606	1308	1766	2147	2075	1058	962	2506	2487
ENSG00000118094	127	118	122	194	99	36	30	136	11	50	156	22	130	456
ENSG00000118096	259	225	526	413	243	162	191	325	397	229	247	200	424	413
ENSG00000118113	0	0	0	54	9	0	0	0	0	0	0	0	0	6
ENSG00000118137	244307	221	205187	206521	181333	571	235	294222	512553	133	172	4970	215	208297
ENSG00000118156	17	2	16	9	5	3	0	15	25	2	3	8	1	7
ENSG00000118160	7	4	4	1	2	3	1	3	5	7	0	3	7	6
ENSG00000118162	215	111	179	178	148	259	155	186	620	141	205	153	214	244
ENSG00000118181	5944	4417	6511	6647	5773	1684	3245	5810	8005	4537	4572	2629	6215	3371
ENSG00000118193	35	80	45	26	24	59	134	6	36	34	85	82	166	16
ENSG00000118194	18	94	24	10	34	21	63	13	28	268	72	791	649	25
ENSG00000118197	483	334	669	604	348	237	256	325	612	374	380	250	329	281
ENSG00000118200	536	1223	876	726	693	964	876	572	699	1313	1104	626	1265	379
ENSG00000118217	2302	1047	2901	3105	1952	1705	1124	1347	1652	1484	1715	900	1605	1407
ENSG00000118231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118242	325	221	474	397	153	311	197	368	793	117	190	175	152	560
ENSG00000118245	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ENSG00000118246	976	445	947	913	838	424	418	706	906	566	539	376	432	656
ENSG00000118257	431	1774	896	849	851	363	326	482	589	1041	615	649	444	1228
ENSG00000118260	530	595	848	874	677	612	711	644	737	708	697	454	620	669
ENSG00000118263	563	1705	752	666	593	591	1139	1456	1586	1197	802	1002	1106	608
ENSG00000118271	62258	163	108762	138076	72593	140	242	93018	93674	135	1072	972	475	166701
ENSG00000118276	56	52	127	93	88	28	81	81	56	68	198	72	87	75
ENSG00000118292	164	129	177	125	212	47	61	122	197	83	123	115	51	137
ENSG00000118298	98	10	154	170	19	14	58	163	58	22	43	17	62	250
ENSG00000118307	3	21	10	2	1	16	9	2	15	57	27	6	310	4
ENSG00000118308	68	70	124	180	105	42	41	122	178	80	54	52	88	212
ENSG00000118322	3	8	0	0	5	5	111	9	1	189	4	1581	7	23
ENSG00000118363	833	532	847	1061	582	352	2156	704	576	558	547	324	627	691
ENSG00000118369	1806	309	834	1108	1528	174	1853	941	4022	455	325	561	203	376
ENSG00000118402	3	34	6	0	4	5	7	0	36	23	6	6	10	7
ENSG00000118407	226	157	424	264	236	45	25	133	379	108	25	83	39	112
ENSG00000118412	398	454	499	384	258	171	272	310	522	325	211	229	341	348
ENSG00000118418	949	1253	1464	959	886	312	519	1026	2727	655	1298	483	680	904
ENSG00000118420	48	42	63	69	42	26	28	68	85	23	31	51	14	48
ENSG00000118432	1	0	8	4	4	6	20	7	11	24	13	17	3	11
ENSG00000118434	4	0	0	1	2	0	3	1	0	0	0	1	0	0
ENSG00000118454	433	443	575	550	467	307	404	463	639	479	358	202	496	362
ENSG00000118473	107	457	136	38	102	71	52	120	251	414	165	276	131	23
ENSG00000118482	1980	1055	3410	2724	2217	788	972	2267	1843	1869	1177	1060	967	2000
ENSG00000118491	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118492	0	6	4	0	0	2	0	2	7	1	0	2	3	1
ENSG00000118495	329	443	331	316	419	270	119	325	780	572	581	306	663	255
ENSG00000118496	394	288	354	379	246	217	211	208	428	236	203	121	176	263
ENSG00000118503	992	1298	1499	2299	1850	837	801	2813	3644	1046	875	1015	1202	1466
ENSG00000118507	489	1297	863	565	406	152	683	429	713	1619	1580	218	1300	343
ENSG00000118508	489	252	597	517	434	178	367	405	417	260	328	144	346	397
ENSG00000118513	16	13	2	16	13	4	12	0	42	13	27	13	6	25
ENSG00000118514	6273	87	8393	8032	5294	286	297	6607	5961	23	402	211	194	7736
ENSG00000118515	13013	1269	11597	22181	11409	545	879	4012	8551	1828	1276	1657	525	2222
ENSG00000118518	740	536	1049	794	831	372	448	693	1668	558	413	476	370	958
ENSG00000118520	15698	44	29220	15756	12287	16	177	14970	21267	10	29	557	21	21119
ENSG00000118523	1515	2872	2127	1032	1324	2217	3006	2386	2358	7939	3021	4368	2692	622
ENSG00000118526	43	45	97	71	33	27	13	46	104	100	10	36	31	102
ENSG00000118557	15	47	26	15	14	10	19	7	62	31	14	18	13	147
ENSG00000118564	1967	1286	3037	2876	1734	1330	1451	1765	2309	1711	743	1243	2173	2212
ENSG00000118579	1377	1022	1470	1074	1215	1343	1184	549	811	1286	913	873	1083	853
ENSG00000118596	394	629	1015	437	277	366	843	384	234	655	983	440	1957	357
ENSG00000118600	248	144	240	196	123	162	237	142	229	138	195	133	258	213
ENSG00000118620	45	154	53	49	68	60	95	37	81	188	77	79	248	70
ENSG00000118640	1601	849	1983	1436	1253	1248	1314	1243	1581	764	1897	1899	1243	1449
ENSG00000118655	51	165	122	89	58	96	123	46	63	163	60	83	229	107
ENSG00000118680	6430	4409	7389	4918	4515	5593	6006	4580	6855	4793	3970	4362	5069	3189
ENSG00000118689	1054	863	2175	2005	1465	729	410	961	2149	675	632	463	501	1030
ENSG00000118690	51	80	80	67	46	42	53	35	62	81	48	30	103	62
ENSG00000118702	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ENSG00000118705	5791	3161	6073	6195	3532	5853	4214	4238	2605	3166	3773	3271	4641	5058
ENSG00000118707	462	318	397	499	717	566	442	469	1300	509	240	240	763	286
ENSG00000118729	0	12	19	20	19	5	1	18	29	35	1	83	10	22
ENSG00000118733	0	0	0	5	0	0	0	0	0	0	0	0	0	2
ENSG00000118762	515	1159	1074	533	540	821	985	624	998	1391	1652	610	1357	1363
ENSG00000118777	675	178	1973	1239	1285	76	54	1097	985	87	49	56	37	1663
ENSG00000118785	1010	430	637	496	502	58743	101262	104	308	39426	198219	3572	106846	841
ENSG00000118804	281	96	408	426	316	184	167	195	275	118	135	68	105	598
ENSG00000118816	2362	3108	4443	3850	3107	2406	2893	2610	2516	4498	3734	2182	5030	3516
ENSG00000118849	105	153	135	108	47	19	51	63	322	381	92	271	154	58
ENSG00000118855	1151	815	1940	1600	1145	575	1301	914	963	756	928	759	693	1384
ENSG00000118873	987	977	1512	1401	1032	1678	1061	1027	1539	1204	1278	570	1139	1025
ENSG00000118894	110	56	100	86	54	103	64	72	95	58	84	63	43	79
ENSG00000118898	1880	1526	1558	1309	1013	2062	1801	1437	1403	1090	824	1139	1186	1378
ENSG00000118900	1089	1045	1315	1236	829	896	1240	1126	1572	932	1374	752	904	1127
ENSG00000118903	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118922	1247	697	2368	2437	1250	141	334	1506	1646	648	195	221	355	2274
ENSG00000118939	59	26	56	57	86	12	24	60	246	17	19	53	12	31
ENSG00000118946	99	298	180	152	245	139	101	108	291	203	109	194	145	140
ENSG00000118960	695	794	925	761	666	726	562	602	1246	476	1055	382	782	880
ENSG00000118961	354	336	586	292	288	313	329	398	436	245	313	260	229	466
ENSG00000118965	159	361	265	203	148	558	405	119	174	649	675	315	787	211
ENSG00000118971	120	1623	319	170	368	87	153	190	430	1697	334	1661	3914	232
ENSG00000118972	1	0	12	13	343	0	7	21	50	0	4	3	0	2
ENSG00000118976	0	1	0	0	1	0	1	1	0	0	0	1	0	0
ENSG00000118985	4513	286	7436	11676	8347	308	1291	5371	10548	392	683	1146	299	3064
ENSG00000118990	19	0	27	59	49	1	0	0	0	2	14	0	1	17
ENSG00000118997	13	174	40	10	13	94	93	0	37	248	147	94	415	5
ENSG00000119004	323	165	427	349	291	285	168	305	417	175	150	143	266	335
ENSG00000119013	632	358	603	511	350	357	371	484	540	218	653	289	345	438
ENSG00000119041	817	646	844	795	634	608	634	657	1009	609	930	535	861	642
ENSG00000119042	255	360	225	141	143	209	434	197	376	379	373	262	631	355
ENSG00000119048	1244	774	1706	1489	1407	836	655	1062	2017	774	795	846	861	708
ENSG00000119121	1	0	18	39	18	0	5	35	114	1	0	8	7	5
ENSG00000119125	3693	58	4641	4124	2083	97	302	4395	2710	129	469	826	1787	3253
ENSG00000119138	3385	1231	9154	10591	5013	852	134	2083	7526	1195	317	1380	489	3665
ENSG00000119139	1644	186	796	1875	2678	128	178	1138	448	291	118	189	155	372
ENSG00000119147	12	5	9	37	43	13	2	19	11	71	2	37	10	51
ENSG00000119185	457	695	558	356	406	438	454	394	1025	537	1114	635	820	395
ENSG00000119203	534	403	596	541	486	340	477	460	619	401	623	428	619	460
ENSG00000119227	92	407	134	96	30	225	116	84	109	265	89	156	351	96
ENSG00000119231	1149	773	1269	1153	952	519	1000	857	1407	724	425	775	780	782
ENSG00000119242	1156	1177	1126	1073	870	530	1272	1157	2010	959	701	828	1766	1314
ENSG00000119280	1090	1124	676	679	744	2674	1239	707	1324	1694	2198	1586	984	376
ENSG00000119283	7	15	23	11	8	37	12	13	32	7	2	3	23	19
ENSG00000119285	604	729	705	594	589	1353	1007	381	705	1079	738	502	928	455
ENSG00000119314	1289	2423	1818	1736	1539	675	1497	1147	1469	1648	1249	1836	1462	1026
ENSG00000119318	4557	1617	7226	6885	3968	1195	1592	3890	4442	1746	826	1272	2820	4582
ENSG00000119321	1380	893	1435	1228	1254	631	547	1064	1537	836	634	1172	538	1531
ENSG00000119326	635	221	719	584	666	40	96	641	525	250	91	304	587	287
ENSG00000119328	347	345	464	398	311	132	193	316	704	226	203	392	374	260
ENSG00000119333	724	1029	746	577	436	921	758	652	1163	721	754	1346	2269	645
ENSG00000119335	2356	2918	3168	2521	2231	1295	2214	1981	2303	2844	1480	2182	4242	1866
ENSG00000119383	2883	1860	1529	2261	1967	1125	1046	1891	2928	1706	1283	4299	1829	2127
ENSG00000119392	899	488	744	705	588	324	256	611	848	407	328	430	689	765
ENSG00000119396	2825	1702	4637	4482	3081	1012	1375	2265	3564	1654	1082	1297	2293	3279
ENSG00000119397	535	312	618	595	560	240	448	390	505	553	345	407	1028	475
ENSG00000119401	164	372	206	157	126	316	257	102	156	377	109	234	256	286
ENSG00000119402	1979	1525	2606	2194	1438	1040	948	1840	2402	1270	624	1053	2010	2684
ENSG00000119403	199	380	228	141	272	226	210	200	371	417	236	603	602	291
ENSG00000119408	3252	1230	2625	3374	3145	1160	663	2786	2157	1131	1103	1395	1249	3080
ENSG00000119411	30	371	44	15	14	383	159	5	13	146	123	272	108	39
ENSG00000119414	1050	741	1397	1343	959	369	530	949	1378	718	350	656	1074	928
ENSG00000119421	614	325	672	551	371	179	262	478	602	234	145	288	302	548
ENSG00000119431	1691	739	1833	1428	846	730	678	1530	2654	417	298	747	313	3596
ENSG00000119440	0	0	0	0	0	3	0	0	0	0	0	1	0	0
ENSG00000119446	383	467	636	475	369	213	319	321	507	441	252	297	458	410
ENSG00000119457	0	0	10	4	1	4	1	1	7	6	2	7	4	9
ENSG00000119471	5239	349	5413	4669	2015	311	354	5308	4497	441	394	454	262	3917
ENSG00000119487	1246	955	1507	1146	841	620	805	994	1145	810	703	800	1355	1377
ENSG00000119508	249	54	324	1243	434	10	14	1182	1749	355	34	71	36	27
ENSG00000119509	494	353	692	556	391	183	214	432	980	316	174	261	434	704
ENSG00000119514	10	42	32	2	15	58	101	1	23	25	6	298	47	16
ENSG00000119522	684	357	877	803	582	368	285	697	881	353	331	572	480	1103
ENSG00000119523	1397	611	1248	975	910	353	562	929	1812	586	380	577	850	1108
ENSG00000119535	624	499	1388	3716	2031	202	722	688	2474	290	598	634	94	892
ENSG00000119537	2957	1073	3102	2763	2457	865	1315	2221	1834	1496	1188	1181	1730	1913
ENSG00000119541	972	943	1286	1219	870	754	1123	707	752	1023	559	522	1239	904
ENSG00000119547	2574	1202	2861	2430	1125	3752	14157	2105	2206	5773	3452	2000	4204	3602
ENSG00000119559	343	405	330	248	244	645	279	253	443	334	366	546	357	577
ENSG00000119574	189	244	206	191	111	577	361	183	237	342	150	207	408	360
ENSG00000119596	1082	1383	1637	1395	1105	1362	825	1172	1466	1176	683	626	2052	1326
ENSG00000119599	251	526	315	213	143	196	153	170	367	221	69	122	534	177
ENSG00000119608	17	45	30	17	14	31	17	10	45	16	10	47	15	52
ENSG00000119614	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ENSG00000119616	375	500	670	513	400	295	267	397	231	347	294	183	640	509
ENSG00000119630	27	339	120	87	592	343	65	94	264	113	106	201	659	185
ENSG00000119632	46	104	64	47	47	62	43	26	111	90	291	229	124	61
ENSG00000119636	76	176	191	93	96	72	118	105	240	102	76	92	264	98
ENSG00000119638	3051	2099	3518	2412	2614	1579	1054	2399	5168	1771	784	1712	1909	2902
ENSG00000119640	144	179	128	92	68	114	99	68	181	67	85	99	183	60
ENSG00000119650	966	215	611	581	707	264	296	665	1543	263	334	259	382	347
ENSG00000119655	1317	1212	1666	1389	1452	776	616	897	1012	1047	830	546	1143	1619
ENSG00000119660	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000119661	165	310	238	168	113	282	205	75	223	261	223	148	584	138
ENSG00000119669	1700	720	1836	2993	1465	949	396	1064	1044	601	277	585	827	999
ENSG00000119673	2126	295	963	1193	745	315	94	1745	828	149	109	216	235	2469
ENSG00000119681	120	8457	723	267	299	3254	943	142	558	6673	1998	2583	3709	521
ENSG00000119682	774	943	866	681	658	690	494	554	1181	580	419	546	1178	670
ENSG00000119684	1755	885	1230	829	715	875	629	815	1438	548	376	455	998	514
ENSG00000119685	336	382	410	367	346	347	309	282	535	261	280	300	732	246
ENSG00000119686	940	188	1003	455	883	49	84	442	1098	42	136	104	59	275
ENSG00000119688	1460	1159	2001	1738	1609	883	605	1389	2785	612	620	772	1226	2201
ENSG00000119689	2719	1549	3019	2785	2242	1507	988	1957	3570	1057	721	894	2109	3023
ENSG00000119698	261	24	266	359	142	3	8	244	190	3	60	12	6	109
ENSG00000119699	1248	554	966	1025	1015	452	445	822	1425	531	188	358	321	226
ENSG00000119703	1052	134	480	456	280	139	134	475	493	74	42	57	216	78
ENSG00000119705	745	350	591	673	439	290	213	540	948	174	189	215	353	475
ENSG00000119707	5298	3747	5362	4967	5421	1708	1760	4277	7627	2271	2312	2146	3482	2359
ENSG00000119711	12248	241	19805	16897	8941	291	201	9746	4961	172	150	276	365	14567
ENSG00000119714	67	106	54	33	36	39	21	39	170	134	36	149	73	147
ENSG00000119715	7	19	17	2	15	1	6	4	44	6	4	16	8	22
ENSG00000119718	428	411	398	402	347	487	288	333	453	282	145	215	915	262
ENSG00000119720	782	382	1166	959	836	701	343	686	1054	313	225	227	477	726
ENSG00000119723	274	175	339	271	185	127	112	217	238	99	72	98	179	323
ENSG00000119725	59	39	67	50	38	15	19	58	51	17	19	22	31	24
ENSG00000119729	556	1009	691	572	685	238	581	450	1181	622	1320	510	1026	374
ENSG00000119737	114	73	151	90	65	131	114	115	91	66	61	50	115	283
ENSG00000119760	1681	967	1454	1048	1139	976	742	1063	3001	958	1442	1418	1136	1212
ENSG00000119771	458	480	287	140	347	1530	1083	145	714	613	1356	684	695	151
ENSG00000119772	916	1375	872	726	827	1058	1231	1159	1414	1136	964	652	1812	676
ENSG00000119777	2645	1540	2404	2048	1952	1441	1406	2299	4309	1287	1834	1822	1472	2254
ENSG00000119778	530	455	858	581	613	249	321	444	671	405	363	319	468	394
ENSG00000119782	128	11	30	28	55	29	21	21	191	9	23	84	29	15
ENSG00000119787	1887	560	2315	1808	1493	676	533	1582	2619	583	719	1025	688	1459
ENSG00000119801	1340	1430	2231	1710	1441	617	1184	1474	1932	1155	1108	1103	1341	1327
ENSG00000119812	755	522	871	788	613	265	525	643	820	381	497	415	452	536
ENSG00000119820	1686	996	2017	1876	1148	617	1042	1094	2039	987	1759	945	1561	1341
ENSG00000119844	974	1233	1284	1236	1121	721	1101	1026	1128	1114	1112	698	1292	883
ENSG00000119862	193	252	472	252	193	214	143	293	407	207	347	409	296	246
ENSG00000119865	106	204	190	103	199	94	50	91	189	222	68	128	77	176
ENSG00000119866	16	62	75	35	42	164	118	11	41	117	10	40	49	60
ENSG00000119878	267	113	299	232	181	98	139	151	240	146	162	139	181	159
ENSG00000119888	145	5267	239	31	108	3660	3241	20	155	2963	4319	2081	5435	93
ENSG00000119899	656	435	974	717	442	1153	239	535	368	306	363	269	359	541
